Month;Group;Sports;Result type;Bet slip count 1;No. of bets 1;Bet count;Cancelled;Payback;Won;Total stake;Profit;profit-rate;Bonus;Paid out;Theoretic margin
ene-21;Basketball - Slovenia - 1. A SKL;Basketball;Over/Under points in Match;22;22;33;0,00 €;0,00 €;967,75 €;667,82 €;-299,93 €;-44.91% ;0,00 €;967,75 €;2,33 €  /  5,40 €  ( 43.24% )
ene-21;Football - Iran - Pro League;Football;Over/Under rest of the game;15;15;26;0,00 €;0,00 €;5,47 €;99,68 €;94,21 €;94.51%;0,00 €;5,47 €;0,26 €  /  2,58 €  ( 10.00% )
ene-21;Football - Spain - Primera Division Women;Football;Draw no bet;1;1;2;0,00 €;5,38 €;0,00 €;5,41 €;0,04 €;99.16%;0,00 €;5,38 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - International Clubs - FIFA Club World Cup;Football;3-Way;2;2;2;0,00 €;0,00 €;0,29 €;0,81 €;0,53 €;64.64%;0,00 €;0,29 €;0,04 €  /  0,81 €  ( 4.79% )
ene-21;Basketball - Italy - A1 Women;Basketball;Over/Under points in Match;17;17;22;0,00 €;0,00 €;261,09 €;203,21 €;-57,88 €;-28.49% ;0,15 €;261,24 €;0,13 €  /  0,22 €  ( 62.00% )
ene-21;Basketball - Italy - A1 Women;Basketball;Over/Under points in Quarter;7;7;8;0,00 €;0,00 €;29,99 €;111,75 €;81,76 €;73.16%;0,00 €;29,99 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Italy - A1 Women;Basketball;Over/under points in halftime for team;3;3;3;0,00 €;0,00 €;0,00 €;117,90 €;117,90 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Bahrain - Premier League;Football;Next goal of half;1;1;1;0,00 €;0,00 €;0,00 €;2,32 €;2,32 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Bahrain - Premier League;Football;Who wins the rest of the 1st half?;2;2;2;0,00 €;0,00 €;0,00 €;34,75 €;34,75 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Volleyball - Brazil - Superliga, Women;Volleyball;Number of points in match;4;4;31;0,00 €;0,00 €;194,57 €;95,73 €;-98,84 €;-103.25% ;0,00 €;194,57 €;1,31 €  /  2,34 €  ( 56.16% )
ene-21;Basketball - Republic of Korea - KBL;Basketball;Match Winner;45;50;110;0,00 €;0,00 €;329,14 €;444,66 €;115,52 €;25.98%;0,00 €;329,14 €;4,18 €  /  12,91 €  ( 32.40% )
ene-21;Volleyball - Ukraine - Super Liga, Women;Volleyball;Correct score betting 3 sets;1;1;1;0,00 €;0,00 €;0,00 €;11,58 €;11,58 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Brazil - Campeonato Brasilero Serie C, Playoffs;Football;Double chance;2;2;8;0,00 €;0,00 €;77,60 €;46,96 €;-30,64 €;-65.25% ;0,00 €;77,60 €;0,10 €  /  0,26 €  ( 40.04% )
ene-21;Football - Brazil - Campeonato Brasilero Serie C, Playoffs;Football;Who scores next ?;0;0;1;0,00 €;0,00 €;0,00 €;0,72 €;0,72 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Brazil - Campeonato Brasilero Serie C, Playoffs;Football;Who wins the half?;1;1;1;0,00 €;0,00 €;0,00 €;0,00 €;0,00 €;-38.00% ;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Cyprus - Division A;Basketball;Over/Under points in Match;1;1;2;0,00 €;0,00 €;4,40 €;2,33 €;-2,07 €;-89.05% ;0,00 €;4,40 €;0,19 €  /  2,33 €  ( 8.11% )
ene-21;Football - Germany - 3. Liga;Football;Correct Score AAMS;1;1;1;0,00 €;0,00 €;0,00 €;0,46 €;0,46 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Germany - 3. Liga;Football;More/less rest of half;10;10;19;0,00 €;0,00 €;9,18 €;12,48 €;3,29 €;26.38%;0,00 €;9,18 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - France - Coupe de France, Women;Football;Over/Under goals in match;1;1;3;0,00 €;0,00 €;0,00 €;5,79 €;5,79 €;100.00%;0,00 €;0,00 €;2,68 €  /  5,79 €  ( 46.33% )
ene-21;Football - France - Coupe de France, Women;Football;3-Way;0;0;2;0,00 €;0,00 €;0,00 €;0,06 €;0,06 €;100.00%;0,00 €;0,00 €;0,04 €  /  0,06 €  ( 61.82% )
ene-21;Basketball - Poland - 1 Liga;Basketball;Over/Under points in Match;20;20;23;0,00 €;0,00 €;113,36 €;132,82 €;19,47 €;14.66%;0,00 €;113,36 €;-0,03 €  /  2,38 €  ( -1.40% )
ene-21;Basketball - Poland - 1 Liga;Basketball;Over/under points in quarter for team;2;2;2;0,00 €;0,00 €;0,00 €;58,54 €;58,54 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Ghana - Premier League;Football;Winning Margin;1;1;1;0,00 €;0,00 €;0,00 €;2,32 €;2,32 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Japan - B.League;Basketball;Match Winner;54;54;117;0,00 €;0,00 €;1.108,14 €;801,64 €;-306,49 €;-38.23% ;0,00 €;1.108,14 €;2,12 €  /  117,56 €  ( 1.81% )
ene-21;Football - International - African Nations Championship, Knockout stage;Football;Double chance;2;2;15;0,00 €;0,00 €;7,22 €;3,53 €;-3,68 €;-104.21% ;0,36 €;7,58 €;0,87 €  /  3,19 €  ( 27.25% )
ene-21;Football - International - African Nations Championship, Knockout stage;Football;Halftime - Over/Under Bet;0;0;2;0,00 €;0,00 €;0,00 €;0,06 €;0,06 €;100.00%;0,00 €;0,00 €;0,04 €  /  0,06 €  ( 66.81% )
ene-21;Football - International - African Nations Championship, Knockout stage;Football;Who wins the half?;1;1;4;0,00 €;0,00 €;0,00 €;7,47 €;7,47 €;100.00%;0,00 €;0,00 €;0,94 €  /  7,44 €  ( 12.59% )
ene-21;Football - International - African Nations Championship, Knockout stage;Football;3-Way;8;10;45;0,00 €;0,00 €;20,68 €;40,12 €;19,43 €;48.44%;0,01 €;20,69 €;3,78 €  /  36,65 €  ( 10.30% )
ene-21;Football - Mexico - Liga Premier;Football;Who scores next ?;2;2;3;0,00 €;0,00 €;0,75 €;47,45 €;46,70 €;98.41%;0,00 €;0,75 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Mexico - Liga Premier;Football;Remaining time 3-way;4;4;16;0,00 €;0,00 €;68,18 €;48,83 €;-19,35 €;-39.63% ;0,00 €;68,18 €;0,03 €  /  0,22 €  ( 11.84% )
ene-21;Football - Andorra - Segona Divisio;Football;Double chance;0;0;2;0,00 €;0,00 €;0,00 €;0,02 €;0,02 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,02 €  ( 57.30% )
ene-21;Football - Andorra - Segona Divisio;Football;Who scores next ?;1;1;1;0,00 €;0,00 €;0,31 €;0,23 €;-0,08 €;-35.00% ;0,00 €;0,31 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Andorra - Segona Divisio;Football;Over/Under goals in match;0;0;1;0,00 €;0,00 €;0,00 €;0,01 €;0,01 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,01 €  ( 65.05% )
ene-21;Football - Andorra - Segona Divisio;Football;3-Way;0;0;3;0,00 €;0,00 €;29,26 €;9,91 €;-19,35 €;-195.23% ;1,46 €;30,72 €;1,19 €  /  9,76 €  ( 12.17% )
ene-21;Football - Andorra - Segona Divisio;Football;Remaining time 3-way;1;1;2;0,00 €;0,00 €;0,00 €;4,35 €;4,35 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Algeria - U21 Algerian Ligue 1;Football;More/less rest of half;2;2;2;0,00 €;0,00 €;2,27 €;8,06 €;5,78 €;71.78%;0,00 €;2,27 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Uruguay - Segunda Division, Promotion Playoffs;Football;Handicap;0;0;2;0,00 €;0,00 €;0,00 €;0,08 €;0,08 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,03 €  ( 57.83% )
ene-21;Football - Uruguay - Segunda Division, Promotion Playoffs;Football;More/less rest of half;1;1;1;0,00 €;0,00 €;0,00 €;9,17 €;9,17 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Uruguay - Segunda Division, Promotion Playoffs;Football;Both teams to score?;1;1;4;0,00 €;0,00 €;34,63 €;6,70 €;-27,93 €;-417.06% ;0,00 €;34,63 €;0,01 €  /  0,18 €  ( 4.31% )
ene-21;Football - Tunisia - Ligue 2;Football;Over/Under rest of the game;1;2;2;0,00 €;0,00 €;0,54 €;1,04 €;0,50 €;48.33%;0,00 €;0,54 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Tunisia - Ligue 2;Football;3-Way;0;0;1;0,00 €;0,00 €;0,00 €;0,01 €;0,01 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Coppa Italia, Women;Football;Over/Under goals in match;2;2;2;0,00 €;0,00 €;16,22 €;15,06 €;-1,16 €;-7.72% ;0,00 €;16,22 €;1,49 €  /  15,06 €  ( 9.92% )
ene-21;Football - Uruguay - Primera Division;Football;Who scores next ?;9;10;17;0,00 €;0,00 €;375,62 €;249,06 €;-126,57 €;-50.82% ;0,00 €;375,62 €;0,07 €  /  0,45 €  ( 15.80% )
ene-21;Football - Uruguay - Primera Division;Football;Correct score;1;1;2;0,00 €;0,00 €;0,00 €;7,14 €;7,14 €;100.00%;0,00 €;0,00 €;1,66 €  /  7,14 €  ( 23.26% )
ene-21;Basketball - Russia - Superleague, 2nd Division;Basketball;Half-time Winner;1;1;1;0,00 €;0,00 €;34,75 €;23,16 €;-11,58 €;-50.00% ;0,00 €;34,75 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Russia - Superleague, 2nd Division;Basketball;Over/Under points in Quarter;4;4;4;0,00 €;0,00 €;139,70 €;76,57 €;-63,12 €;-82.44% ;0,00 €;139,70 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Colombia - Primera A;Football;Goal scorer;2;4;6;0,00 €;0,00 €;0,55 €;2,16 €;1,61 €;74.55%;0,00 €;0,55 €;0,17 €  /  0,96 €  ( 18.03% )
ene-21;Football - Colombia - Primera A;Football;Player scores and his team wins;1;1;2;0,00 €;0,00 €;0,00 €;1,02 €;1,02 €;100.00%;0,00 €;0,00 €;0,02 €  /  0,06 €  ( 24.47% )
ene-21;Football - Colombia - Primera A;Football;Who will score the last goal?;1;1;1;0,00 €;0,00 €;4,96 €;4,63 €;-0,32 €;-7.00% ;0,00 €;4,96 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Colombia - Primera A;Football;Does the specified team score in both halves?;17;20;27;0,00 €;0,00 €;12,01 €;57,70 €;45,69 €;79.18%;0,00 €;12,01 €;4,62 €  /  25,65 €  ( 18.03% )
ene-21;Football - Colombia - Primera A;Football;Does the specified team win either half?;5;6;18;0,00 €;0,00 €;64,18 €;45,73 €;-18,45 €;-40.34% ;0,00 €;64,18 €;4,21 €  /  38,80 €  ( 10.84% )
ene-21;Football - Colombia - Primera A;Football;Does the specified team win to nil?;5;5;9;0,00 €;0,00 €;11,15 €;11,24 €;0,10 €;0.86%;0,00 €;11,15 €;1,57 €  /  4,59 €  ( 34.17% )
ene-21;Football - Germany Amateur - Regionalliga Southwest;Football;Who wins the half?;1;1;1;0,00 €;0,00 €;8,34 €;4,63 €;-3,71 €;-80.00% ;0,00 €;8,34 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie D, Girone C;Football;More/less rest of half;1;1;7;0,00 €;0,00 €;0,00 €;6,01 €;6,01 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Cricket - New Zealand - Super Smash, Women;Cricket;Match Winner;0;0;3;0,00 €;0,00 €;0,00 €;0,04 €;0,04 €;100.00%;0,00 €;0,00 €;0,03 €  /  0,04 €  ( 67.83% )
ene-21;Football - Australia - Western Australia Night Series State League;Football;Who wins the half?;1;1;1;0,00 €;0,00 €;8,57 €;4,63 €;-3,94 €;-85.00% ;0,00 €;8,57 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Australia - Western Australia Night Series State League;Football;3-Way;0;0;1;0,00 €;0,00 €;0,00 €;0,02 €;0,02 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Australia - NPL Night Series;Football;Over/Under rest of the game;0;0;1;0,00 €;0,00 €;0,00 €;2,90 €;2,90 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Australia - NPL Night Series;Football;Both teams to score?;0;0;1;0,00 €;0,00 €;0,00 €;0,03 €;0,03 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Australia - NPL Night Series;Football;3-Way;0;0;1;0,00 €;0,00 €;0,98 €;0,02 €;-0,97 €;-6,262.13% ;0,15 €;1,13 €;0,00 €  /  0,02 €  ( 13.85% )
ene-21;Football - Italy - Serie C, Group B;Football;Over/Under goals in match;18;18;61;0,00 €;0,00 €;570,64 €;335,47 €;-235,17 €;-70.10% ;1,66 €;572,30 €;5,18 €  /  21,15 €  ( 24.49% )
ene-21;Football - Italy - Serie C, Group B;Football;Halftime - Over/Under Bet;2;2;6;0,00 €;0,00 €;1,37 €;1,97 €;0,60 €;30.58%;0,00 €;1,37 €;0,05 €  /  0,11 €  ( 44.26% )
ene-21;Football - Italy - Serie C, Group C;Football;Will there be at least 1 goal in both halves?;1;1;1;0,00 €;0,00 €;0,35 €;0,69 €;0,34 €;48.94%;0,00 €;0,35 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie C, Group C;Football;Who scores next ?;3;3;8;0,00 €;0,00 €;7,00 €;19,45 €;12,46 €;64.04%;0,00 €;7,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Serie C, Group C;Football;Over/Under goals in match;17;17;55;0,00 €;0,00 €;149,46 €;109,52 €;-39,94 €;-36.47% ;1,53 €;150,99 €;6,15 €  /  18,91 €  ( 32.50% )
ene-21;Football - India - Indian Super League;Football;3-Way;109;110;331;0,00 €;11,82 €;183,85 €;344,64 €;148,97 €;44.76%;0,01 €;195,69 €;10,16 €  /  143,97 €  ( 7.06% )
ene-21;Football - Egypt - Premier League;Football;Over/Under goals in match;24;26;71;0,00 €;0,00 €;290,30 €;323,55 €;33,25 €;10.28%;0,61 €;290,91 €;12,37 €  /  62,07 €  ( 19.93% )
ene-21;Basketball - Belgium - BLB, Group A;Basketball;Over/Under points in Match;1;1;1;0,00 €;0,00 €;0,00 €;27,53 €;27,53 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Belgium - Super League, Women;Football;Who wins the half?;1;1;3;0,00 €;0,00 €;11,12 €;5,85 €;-5,27 €;-90.19% ;0,00 €;11,12 €;0,40 €  /  1,21 €  ( 32.99% )
ene-21;Football - Saudi Arabia - Super Cup;Football;3-Way;1;1;6;0,00 €;0,00 €;0,05 €;0,33 €;0,28 €;85.84%;0,00 €;0,05 €;0,00 €  /  0,02 €  ( 5.25% )
ene-21;Football - Greece - Super League 2;Football;Over/Under rest of the game;7;10;22;0,00 €;2,22 €;48,20 €;16,31 €;-34,11 €;-242.08% ;2,03 €;52,44 €;0,01 €  /  0,01 €  ( 55.57% )
ene-21;Football - Greece - Super League 2;Football;Remaining time 3-way;2;2;12;0,00 €;0,00 €;0,96 €;2,66 €;1,70 €;63.97%;0,05 €;1,01 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Ukraine - FBU Superleague;Basketball;Match Winner;13;13;41;0,00 €;11,99 €;9,10 €;62,39 €;41,30 €;81.94%;0,00 €;21,10 €;0,40 €  /  2,58 €  ( 15.38% )
ene-21;Basketball - Ukraine - FBU Superleague;Basketball;Over/Under per team;2;2;2;0,00 €;0,00 €;72,90 €;57,88 €;-15,02 €;-25.96% ;0,00 €;72,90 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Belgium - First Division B, First Stage;Football;Handicap;0;1;5;0,00 €;0,00 €;1,09 €;0,52 €;-0,57 €;-110.58% ;0,05 €;1,14 €;0,18 €  /  0,52 €  ( 34.50% )
ene-21;Football - Belgium - First Division B, First Stage;Football;Who scores next ?;1;1;1;0,00 €;0,00 €;0,32 €;0,23 €;-0,09 €;-38.00% ;0,00 €;0,32 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Belgium - First Division B, First Stage;Football;Over/Under goals in match;11;15;35;0,00 €;1,02 €;270,11 €;158,16 €;-112,98 €;-71.90% ;1,94 €;273,08 €;15,41 €  /  67,91 €  ( 22.69% )
ene-21;Football - Belgium - First Division B, First Stage;Football;Remaining time 3-way;1;1;1;0,00 €;0,00 €;9,01 €;4,63 €;-4,38 €;-94.56% ;0,00 €;9,01 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Portugal - Campeonato de Portugal, Gr. C;Football;Over/Under rest of the game;3;3;9;0,00 €;0,00 €;15,66 €;27,91 €;12,25 €;43.90%;0,69 €;16,35 €;-0,00 €  /  1,22 €  ( -0.13% )
ene-21;Football - Portugal - Campeonato de Portugal, Gr. C;Football;Who wins the half?;0;0;1;0,00 €;0,00 €;0,00 €;0,15 €;0,15 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Portugal - Campeonato de Portugal, Gr. E;Football;Who wins the half?;0;1;2;0,00 €;0,00 €;0,00 €;4,06 €;4,06 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Portugal - Campeonato de Portugal, Gr. G;Football;Both teams to score?;1;1;4;0,00 €;0,00 €;0,00 €;0,23 €;0,23 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Brazil - Brasileiro Serie D, Knockout Stage;Football;Over/Under per team;1;1;1;0,00 €;0,00 €;5,91 €;3,47 €;-2,43 €;-70.00% ;0,00 €;5,91 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Colombia - Primera B, Clausura;Football;3-Way;396;415;1582;0,03 €;3,10 €;950,90 €;1.995,46 €;1.041,45 €;52.27%;5,52 €;959,52 €;129,42 €  /  1.460,83 €  ( 8.86% )
ene-21;Football - Colombia - Primera B, Clausura;Football;Remaining time 3-way;14;14;44;0,00 €;0,00 €;337,37 €;192,10 €;-145,27 €;-75.62% ;0,00 €;337,37 €;0,09 €  /  0,97 €  ( 9.38% )
ene-21;Football - Italy - Campionato Primavera 2, Girone A;Football;Who scores next ?;0;0;1;0,00 €;0,00 €;0,00 €;0,02 €;0,02 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,02 €  ( 15.60% )
ene-21;Football - Italy - Campionato Primavera 2, Girone A;Football;Over/Under goals in match;1;1;1;0,00 €;0,00 €;5,04 €;3,47 €;-1,56 €;-45.00% ;0,00 €;5,04 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Campionato Primavera 2, Girone B;Football;Double chance;2;2;5;0,00 €;0,00 €;1,94 €;6,21 €;4,26 €;68.72%;0,00 €;1,94 €;1,19 €  /  4,79 €  ( 24.86% )
ene-21;Football - Italy - Campionato Primavera 2, Girone B;Football;Draw no bet;0;0;1;0,00 €;0,00 €;0,00 €;0,07 €;0,07 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Italy - Campionato Primavera 2, Girone B;Football;Both teams to score?;0;0;1;0,00 €;0,00 €;0,00 €;0,03 €;0,03 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Chile - Primera Division;Football;Over/Under rest of the game;60;65;133;0,00 €;0,00 €;696,73 €;1.077,15 €;380,43 €;35.32%;0,69 €;697,41 €;7,30 €  /  201,74 €  ( 3.62% )
ene-21;Football - USA - United Premier Soccer League;Football;Correct Score AAMS;1;1;1;0,00 €;0,00 €;0,00 €;4,63 €;4,63 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - USA - United Premier Soccer League;Football;3-Way;2;3;6;0,00 €;0,00 €;13,67 €;9,63 €;-4,04 €;-41.94% ;0,00 €;13,67 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - El Salvador - Segunda Division;Football;Who scores next ?;0;0;1;0,00 €;0,00 €;0,00 €;0,05 €;0,05 €;100.00%;0,00 €;0,00 €;0,02 €  /  0,05 €  ( 38.91% )
ene-21;Football - El Salvador - Segunda Division;Football;Who wins the half?;1;1;1;0,00 €;0,00 €;0,02 €;0,23 €;0,21 €;92.78%;0,00 €;0,02 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - El Salvador - Segunda Division;Football;Remaining time 3-way;1;1;3;0,00 €;0,00 €;0,71 €;0,14 €;-0,57 €;-392.04% ;0,00 €;0,71 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Football - Costa Rica - Liga de Ascenso, Clausura;Football;Handicap;0;0;2;0,00 €;0,00 €;0,00 €;0,96 €;0,96 €;100.00%;0,00 €;0,00 €;0,02 €  /  0,03 €  ( 46.59% )
ene-21;Football - Costa Rica - Liga de Ascenso, Clausura;Football;Over/Under goals in match;6;6;13;0,00 €;0,00 €;343,15 €;102,51 €;-240,64 €;-234.74% ;0,00 €;343,15 €;11,71 €  /  74,86 €  ( 15.64% )
ene-21;Football - Costa Rica - Liga de Ascenso, Clausura;Football;3-Way;17;17;66;0,00 €;0,00 €;65,16 €;35,62 €;-29,54 €;-82.93% ;0,05 €;65,21 €;2,40 €  /  10,71 €  ( 22.40% )
ene-21;Basketball - Lithuania - NKL;Basketball;Over/Under points in Quarter;2;2;2;0,00 €;0,00 €;12,86 €;6,95 €;-5,91 €;-85.00% ;0,00 €;12,86 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Basketball - Lithuania - NKL;Basketball;Match Winner;8;8;8;0,00 €;0,00 €;0,00 €;228,29 €;228,29 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
ene-21;Counter-Strike - BTS CS:GO - Cs_summit;e-Sports;Match Winner;1;1;1;0,00 €;0,00 €;2,04 €;1,39 €;-0,65 €;-47.00% ;0,00 €;2,04 €;0,16 €  /  1,39 €  ( 11.41% )
ene-21;Basketball - Italy - Serie B, Gr. A;Basketball;Match Winner;0;0;6;0,00 €;0,00 €;0,00 €;0,23 €;0,23 €;100.00%;0,00 €;0,00 €;0,15 €  /  0,23 €  ( 64.93% )
ene-21;Basketball - Italy - Serie B, Gr. B;Basketball;Match Winner;4;4;6;0,00 €;0,00 €;1,44 €;41,71 €;40,28 €;96.56%;0,00 €;1,44 €;5,93 €  /  40,52 €  ( 14.65% )
ene-21;Basketball - Italy - Serie B, Gr. C;Basketball;Match Winner;0;0;2;0,00 €;0,00 €;0,00 €;0,12 €;0,12 €;100.00%;0,00 €;0,00 €;0,05 €  /  0,12 €  ( 40.32% )
ene-21;Volleyball - Austria - 1. Bundesliga;Volleyball;Number of points in match;0;0;1;0,00 €;0,00 €;0,00 €;0,01 €;0,01 €;100.00%;0,00 €;0,00 €;0,01 €  /  0,01 €  ( 83.44% )
ene-21;Tennis - WTA - Yarra Valley, Melbourne, Australia, Doubles;Tennis;Who will win set X?;3;3;8;0,00 €;0,00 €;36,02 €;23,70 €;-12,32 €;-51.98% ;0,00 €;36,02 €;0,04 €  /  0,07 €  ( 62.93% )
ene-21;Tennis - Challenger - Antalya 1, Turkey, Doubles;Tennis;Handicap;1;1;3;0,00 €;0,00 €;62,54 €;46,45 €;-16,09 €;-34.63% ;0,00 €;62,54 €;-2,79 €  /  46,45 €  ( -6.00% )
ene-21;Counter-Strike - Dreamhack CS:GO - DreamHack Open - January - Europe;e-Sports;Match Winner;1;1;1;0,00 €;0,00 €;0,00 €;13,67 €;13,67 €;100.00%;0,00 €;0,00 €;0,00 €  /  0,00 €  ( 0.00% )
